Origin,Mode of Transport,Distance,Travel Time,Age Group,Weather,Peak/NoPeak,Day,Carpooling,Age,Eco_Consciousness,Total Congestion,Total Travel Time,Total Costs,Total Emissions
Birmingham,Petrol Car,72.6,2,25-34,Cloudy,Peak,Weekday,1,30,7,1.65,3.3,52.71,19456.8
Liverpool,Petrol Car,72.5,1.8,18-24,Rain,Peak,Weekend,1,21,8,2.24,4.032,52.665,19430
Manchester,Petrol Car,127.7,1.2,18-24,Sunny,Peak,Weekend,1,21,8,1.72,2.064,77.505,34223.6
Birmingham,Petrol Car,92.3,1.2,25-34,Rain,Peak,Weekday,1,30,7,1.95,2.34,61.575,24736.4
London,Petrol Car,183.7,1.3,18-24,Rain,No Peak,Weekday,1,21,8,1.3,1.69,102.705,49231.6
Newcastle,Petrol Car,70.3,2.1,18-24,Sunny,No Peak,Weekday,1,21,8,1,2.1,51.675,18840.4
Manchester,Petrol Car,78.7,1.7,45-54,Cloudy,Peak,Weekend,1,50,5,1.9,3.23,55.455,21091.6
Liverpool,Petrol Car,109,1.3,55-64,Sunny,Peak,Weekday,1,60,4,1.5,1.95,69.09,29212
Liverpool,Petrol Car,74.1,0.9,35-44,Rain,Peak,Weekend,1,40,6,2.24,2.016,53.385,19858.8
Bristol,Petrol Car,143.4,1.1,35-44,Rain,Peak,Weekday,1,40,6,1.95,2.145,84.57,38431.2
Manchester,Petrol Car,64.2,1.9,18-24,Rain,Peak,Weekend,1,21,8,2.24,4.256,48.93,17205.6
Bristol,Petrol Car,148.3,1.7,25-34,Rain,Peak,Weekend,1,30,7,2.24,3.808,86.775,39744.4
Liverpool,Petrol Car,86.9,1.2,25-34,Sunny,No Peak,Weekend,1,30,7,1.15,1.38,59.145,23289.2
Manchester,Petrol Car,141.4,1.5,18-24,Sunny,No Peak,Weekend,1,21,8,1.15,1.725,83.67,37895.2
London,Petrol Car,128.9,1.3,55-64,Cloudy,No Peak,Weekend,1,60,4,1.26,1.638,78.045,34545.2
Bristol,Petrol Car,135.2,1.4,45-54,Sunny,Peak,Weekend,1,50,5,1.72,2.408,80.88,36233.6
Newcastle,Petrol Car,120.1,1.6,18-24,Rain,Peak,Weekend,1,21,8,2.24,3.584,74.085,32186.8
Bristol,Petrol Car,160.9,1.4,35-44,Sunny,Peak,Weekend,1,40,6,1.72,2.408,92.445,43121.2
Newcastle,Petrol Car,81.2,1.2,35-44,Cloudy,Peak,Weekend,1,40,6,1.9,2.28,56.58,21761.6
Birmingham,Petrol Car,113.5,1.4,25-34,Rain,Peak,Weekend,1,30,7,2.24,3.136,71.115,30418
Liverpool,Petrol Car,114.8,1.8,45-54,Sunny,No Peak,Weekend,1,50,5,1.15,2.07,71.7,30766.4
Manchester,Petrol Car,120.4,1.7,55-64,Rain,No Peak,Weekend,1,60,4,1.5,2.55,74.22,32267.2
London,Petrol Car,120.4,1.4,25-34,Sunny,Peak,Weekend,1,30,7,1.72,2.408,74.22,32267.2
Newcastle,Petrol Car,79,1.3,18-24,Rain,Peak,Weekend,1,21,8,2.24,2.912,55.59,21172
London,Petrol Car,102.7,1.7,55-64,Cloudy,No Peak,Weekend,1,60,4,1.26,2.142,66.255,27523.6
Liverpool,Petrol Car,47,1.5,45-54,Rain,Peak,Weekend,1,50,5,2.24,3.36,41.19,12596
London,Petrol Car,122.9,1.3,45-54,Cloudy,No Peak,Weekend,1,50,5,1.26,1.638,75.345,32937.2
London,Petrol Car,95.7,2,18-24,Rain,Peak,Weekday,1,21,8,1.95,3.9,63.105,25647.6
London,Petrol Car,147.6,1.6,25-34,Rain,Peak,Weekday,1,30,7,1.95,3.12,86.46,39556.8
Birmingham,Petrol Car,97.9,0.7,45-54,Rain,No Peak,Weekday,1,50,5,1.3,0.91,64.095,26237.2
Bristol,Petrol Car,108.2,1.2,35-44,Rain,Peak,Weekend,1,40,6,2.24,2.688,68.73,28997.6
Birmingham,Petrol Car,87.1,1.6,45-54,Cloudy,Peak,Weekday,1,50,5,1.65,2.64,59.235,23342.8
Bristol,Petrol Car,88.6,1.3,18-24,Rain,No Peak,Weekday,1,21,8,1.3,1.69,59.91,23744.8
Newcastle,Petrol Car,81.9,1.8,35-44,Cloudy,No Peak,Weekday,1,40,6,1.1,1.98,56.895,21949.2
Birmingham,Petrol Car,70,1.2,35-44,Sunny,No Peak,Weekday,1,40,6,1,1.2,51.54,18760
Birmingham,Petrol Car,82.6,1.1,25-34,Rain,Peak,Weekend,1,30,7,2.24,2.464,57.21,22136.8
Newcastle,Petrol Car,92.4,1.5,45-54,Rain,Peak,Weekend,1,50,5,2.24,3.36,61.62,24763.2
London,Petrol Car,57.8,1,45-54,Rain,Peak,Weekend,1,50,5,2.24,2.24,46.05,15490.4
Bristol,Petrol Car,105.4,1.7,18-24,Rain,Peak,Weekday,1,21,8,1.95,3.315,67.47,28247.2
Bristol,Petrol Car,60.1,1.6,55-64,Rain,No Peak,Weekend,1,60,4,1.5,2.4,47.085,16106.8
Manchester,Petrol Car,95.3,1.4,25-34,Rain,No Peak,Weekend,1,30,7,1.5,2.1,62.925,25540.4
Birmingham,Petrol Car,74.7,2,25-34,Sunny,Peak,Weekend,1,30,7,1.72,3.44,53.655,20019.6
Newcastle,Petrol Car,80.7,0.9,18-24,Rain,No Peak,Weekday,1,21,8,1.3,1.17,56.355,21627.6
Bristol,Petrol Car,46,1.5,55-64,Sunny,No Peak,Weekend,1,60,4,1.15,1.725,40.74,12328
Manchester,Petrol Car,50.8,1.5,35-44,Rain,Peak,Weekday,1,40,6,1.95,2.925,42.9,13614.4
Birmingham,Petrol Car,120.8,1.3,25-34,Rain,Peak,Weekend,1,30,7,2.24,2.912,74.4,32374.4
Newcastle,Electric Car,149.5,1.8,55-64,Cloudy,No Peak,Weekend,1,60,4,1.26,2.268,13.515,13156
Liverpool,Electric Car,74.4,1.6,18-24,Rain,No Peak,Weekend,1,21,8,1.5,2.4,6.756,6547.2
Manchester,Electric Car,106.3,1.5,55-64,Sunny,Peak,Weekday,1,60,4,1.5,2.25,9.627,9354.4
Newcastle,Electric Car,106.4,1.3,18-24,Cloudy,Peak,Weekday,1,21,8,1.65,2.145,9.636,9363.2
Newcastle,Electric Car,109.3,1.4,18-24,Sunny,Peak,Weekday,1,21,8,1.5,2.1,9.897,9618.4
Manchester,Electric Car,51.5,1.6,25-34,Rain,No Peak,Weekday,1,30,7,1.3,2.08,4.695,4532
Newcastle,Electric Car,114.6,1.8,25-34,Rain,Peak,Weekday,1,30,7,1.95,3.51,10.374,10084.8
Newcastle,Electric Car,105.8,1.6,25-34,Cloudy,Peak,Weekday,1,30,7,1.65,2.64,9.582,9310.4
Bristol,Electric Car,90.3,1.7,35-44,Sunny,No Peak,Weekday,1,40,6,1,1.7,8.187,7946.4
Manchester,Electric Car,49.7,1.7,25-34,Rain,Peak,Weekday,1,30,7,1.95,3.315,4.533,4373.6
Liverpool,Electric Car,100.5,1.7,55-64,Rain,No Peak,Weekend,1,60,4,1.5,2.55,9.105,8844
Bristol,Electric Car,92.9,1.7,18-24,Rain,No Peak,Weekend,1,21,8,1.5,2.55,8.421,8175.2
London,Electric Car,102,1.7,18-24,Rain,No Peak,Weekday,1,21,8,1.3,2.21,9.24,8976
Birmingham,Electric Car,107.2,1.4,18-24,Sunny,Peak,Weekend,1,21,8,1.72,2.408,9.708,9433.6
Newcastle,Electric Car,157.5,2.1,25-34,Rain,No Peak,Weekday,1,30,7,1.3,2.73,14.235,13860
Newcastle,Electric Car,131.8,1.4,25-34,Rain,No Peak,Weekday,1,30,7,1.3,1.82,11.922,11598.4
Liverpool,Electric Car,72.3,1.7,25-34,Rain,No Peak,Weekend,1,30,7,1.5,2.55,6.567,6362.4
Bristol,Electric Car,70.8,1.9,35-44,Cloudy,Peak,Weekend,1,40,6,1.9,3.61,6.432,6230.4
Manchester,Electric Car,79.5,1.1,18-24,Sunny,Peak,Weekday,1,21,8,1.5,1.65,7.215,6996
Bristol,Electric Car,114.4,0.9,18-24,Sunny,No Peak,Weekend,1,21,8,1.15,1.035,10.356,10067.2
Bristol,Electric Car,115.9,1.9,45-54,Cloudy,Peak,Weekday,1,50,5,1.65,3.135,10.491,10199.2
Manchester,Electric Car,80.2,2.2,35-44,Cloudy,Peak,Weekend,1,40,6,1.9,4.18,7.278,7057.6
Bristol,Electric Car,133.8,1.7,18-24,Rain,No Peak,Weekend,1,21,8,1.5,2.55,12.102,11774.4
